# 18/12/2020 - 15:45:44
# First line : dt
# Next lines : wavelength ramps[V], iodine signal[V], lockin signal[V], laser power[mW]
2.200000000E-2	NaN	NaN	NaN
-9.435902305E+0	5.568440384E-1	2.666316444E-2	5.414560877E-5
-9.425598827E+0	5.570371710E-1	2.730711063E-2	5.541497020E-5
-9.415939317E+0	5.571337372E-1	2.537527204E-2	5.791084629E-5
-9.406923775E+0	5.570049822E-1	2.505329895E-2	5.854284944E-5
-9.397908234E+0	5.567474722E-1	2.730711063E-2	6.240449751E-5
-9.388570710E+0	5.568440384E-1	2.601921824E-2	5.876779973E-5
-9.380199137E+0	5.564255846E-1	2.634119134E-2	6.100659127E-5
-9.370861613E+0	5.567474722E-1	2.923894922E-2	5.834467895E-5
-9.362168058E+0	5.565221509E-1	2.601921824E-2	6.158503518E-5
-9.352830536E+0	5.561358858E-1	2.601921824E-2	6.068523357E-5
-9.345424916E+0	5.558783758E-1	3.052684161E-2	5.682894277E-5
-9.336731362E+0	5.551380345E-1	2.859500302E-2	5.961404139E-5
-9.327071858E+0	5.549449020E-1	2.698513753E-2	6.156361133E-5
-9.318378306E+0	5.547517695E-1	2.827302993E-2	6.140828843E-5
-9.310006737E+0	5.544298820E-1	3.052684161E-2	5.850000176E-5
-9.301313185E+0	5.539470507E-1	2.988289542E-2	5.663612831E-5
-9.293585584E+0	5.537217295E-1	2.795105683E-2	5.721457172E-5
-9.282960134E+0	5.530135770E-1	2.698513753E-2	6.258660027E-5
-9.275232534E+0	5.526273120E-1	2.827302993E-2	6.231880210E-5
-9.267504934E+0	5.523698020E-1	2.956092232E-2	6.441834016E-5
-9.259133369E+0	5.523054245E-1	2.988289542E-2	5.799118567E-5
-9.250761803E+0	5.515972721E-1	2.988289542E-2	6.173500213E-5
-9.241424289E+0	5.514041396E-1	2.827302993E-2	6.299365352E-5
-9.233374708E+0	5.510500634E-1	2.891697612E-2	5.910522518E-5
-9.224359178E+0	5.507925534E-1	3.213670710E-2	5.845715409E-5
-9.217275548E+0	5.503419110E-1	3.149276091E-2	6.040672358E-5
-9.208582002E+0	5.496981361E-1	2.795105683E-2	6.148327190E-5
-9.200210440E+0	5.493762487E-1	3.052684161E-2	6.234558191E-5
-9.191516895E+0	5.491509275E-1	3.149276091E-2	6.308470490E-5
-9.183467317E+0	5.490865500E-1	3.020486851E-2	6.249019292E-5
-9.174129807E+0	5.488934176E-1	3.213670710E-2	5.659863661E-5
-9.166402214E+0	5.485071527E-1	3.149276091E-2	6.178856176E-5
-9.161250485E+0	5.484105864E-1	3.181473401E-2	5.865532458E-5
-9.150303061E+0	5.481852652E-1	3.052684161E-2	6.252768467E-5
-9.141609519E+0	5.480886990E-1	3.374657260E-2	5.925519206E-5
-9.132915978E+0	5.481852652E-1	3.342459950E-2	6.124225360E-5
-9.125188387E+0	5.482496427E-1	3.471249189E-2	6.194924064E-5
-9.116816829E+0	5.480886990E-1	3.439051880E-2	6.238307366E-5
-9.108767256E+0	5.482818315E-1	3.471249189E-2	6.220632687E-5
-9.100717682E+0	5.481852652E-1	3.439051880E-2	5.570954779E-5
-9.092990093E+0	5.482174540E-1	3.567841119E-2	6.370599678E-5
-9.084618537E+0	5.480243215E-1	3.406854570E-2	6.485217339E-5
-9.075281034E+0	5.479277553E-1	3.664433049E-2	6.318111226E-5
-9.067231463E+0	5.483140202E-1	3.471249189E-2	6.199208835E-5
-9.059181892E+0	5.485715301E-1	3.696630359E-2	6.539848197E-5
-9.050488356E+0	5.486359076E-1	3.857616908E-2	5.979078808E-5
-9.042760769E+0	5.488290401E-1	3.664433049E-2	5.939444702E-5
-9.035999130E+0	5.485715301E-1	3.632235739E-2	6.538777004E-5
-9.026017665E+0	5.491509275E-1	3.600038429E-2	6.272049936E-5
-9.017646113E+0	5.490865500E-1	3.696630359E-2	6.511461574E-5
-9.009596545E+0	5.493762487E-1	3.857616908E-2	5.824827169E-5
-9.001546978E+0	5.494406262E-1	3.922011528E-2	6.125832148E-5
-8.992853445E+0	5.499556461E-1	3.825419598E-2	6.274192321E-5
-8.985769826E+0	5.501809673E-1	4.050800768E-2	6.166001866E-5
-8.977076295E+0	5.505028547E-1	3.728827669E-2	6.064238588E-5
-8.968704746E+0	5.503097223E-1	3.825419598E-2	5.807688101E-5
-8.960333198E+0	5.505994210E-1	3.889814218E-2	6.367921696E-5
-8.951961651E+0	5.507603647E-1	3.825419598E-2	6.378633626E-5
-8.944234069E+0	5.510178747E-1	3.954208838E-2	6.154754345E-5
-8.935862523E+0	5.509856859E-1	4.050800768E-2	6.264015990E-5
-8.927168994E+0	5.515650833E-1	3.922011528E-2	6.353460591E-5
-8.918797448E+0	5.514363284E-1	3.922011528E-2	6.494322482E-5
-8.911069868E+0	5.515007058E-1	4.082998078E-2	6.358280959E-5
-8.902698324E+0	5.517904046E-1	3.922011528E-2	6.393094731E-5
-8.894326780E+0	5.518547821E-1	3.954208838E-2	6.297222966E-5
-8.886599201E+0	5.524341795E-1	4.243984628E-2	5.976400828E-5
-8.878871623E+0	5.526595007E-1	4.211787318E-2	6.415589785E-5
-8.869856115E+0	5.528848220E-1	4.147392698E-2	6.272049936E-5
-8.862128538E+0	5.531423320E-1	4.243984628E-2	6.203493605E-5
-8.856010872E+0	5.531423320E-1	4.147392698E-2	6.403271065E-5
-8.846029419E+0	5.533032757E-1	4.243984628E-2	6.183676543E-5
-8.838301843E+0	5.534964082E-1	4.340576558E-2	6.152611960E-5
-8.828320391E+0	5.532710870E-1	4.276181938E-2	6.307934894E-5
-8.821236781E+0	5.541401832E-1	4.243984628E-2	6.470756231E-5
-8.812543259E+0	5.544620707E-1	4.276181938E-2	6.710703568E-5
-8.804493702E+0	5.548161470E-1	4.308379248E-2	6.113513436E-5
-8.797732075E+0	5.548483357E-1	4.243984628E-2	6.022462091E-5
-8.788394590E+0	5.549770907E-1	4.211787318E-2	6.469685038E-5
-8.779701070E+0	5.554599220E-1	4.437168488E-2	6.213669935E-5
-8.771651516E+0	5.556852433E-1	4.372773868E-2	6.408627030E-5
-8.764245925E+0	5.555564883E-1	4.308379248E-2	6.378098029E-5
-8.756196371E+0	5.560715083E-1	4.565957728E-2	5.955512583E-5
